OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,DECADES,Shape__Area,Shape__Length,DURATION
433,2022,CA,CCO,KRN,EDISON,00046422,2022-09-25 00:00:00+00:00,2022-09-25 00:00:00+00:00,Unknown Cause,1.0,1.0,13.66138, ,2020,83204.01953125,1234.88533008292,0
434,2022,CA,CCO,KRN,TULE,00032089,2022-07-06 00:00:00+00:00,2022-07-06 00:00:00+00:00,Unknown Cause,1.0,1.0,21.6859, ,2020,133192.98828125,1691.65436406223,0
435,2022,CA,CCO,KRN,BEAR,00025681,2022-06-01 00:00:00+00:00,2022-06-02 00:00:00+00:00,Miscellaneous,1.0,1.0,15.95058, ,2020,97034.984375,1353.27797184079,1
436,2022,CA,LRA,KRN,CENTER,00019315,2022-04-26 00:00:00+00:00,2022-04-26 00:00:00+00:00,Unknown Cause,1.0,1.0,13.84711, ,2020,84470.515625,1260.79953836105,0
437,2022,CA,CCO,KRN,OAKS,00030764,2022-06-29 00:00:00+00:00,2022-06-29 00:00:00+00:00,Unknown Cause,1.0,1.0,5.585199, ,2020,33977.97265625,1084.90829538709,0
438,2022,CA,CCO,KRN,COMANCHE,00019425,2022-04-27 00:00:00+00:00,2022-04-27 00:00:00+00:00,Unknown Cause,1.0,1.0,50.66179, ,2020,307306.0078125,3433.74788748391,0
439,2022,CA,CCO,KRN,BEALE,00030988,2022-06-30 00:00:00+00:00,2022-07-01 00:00:00+00:00,Unknown Cause,1.0,1.0,7.937709, ,2020,48292.5078125,1779.42071613745,1
440,2022,CA,CCO,KRN,RANGE,00025967,2022-06-03 00:00:00+00:00,2022-06-03 00:00:00+00:00,Unknown Cause,1.0,1.0,93.07888, ,2020,565339.0234375,2945.45483883319,0
441,2022,CA,CCO,KRN,VINE,00033721,2022-07-15 00:00:00+00:00,2022-07-15 00:00:00+00:00,Unknown Cause,1.0,1.0,1.986299, ,2020,11984.00390625,676.48656200413,0
442,2022,CA,CCO,KRN,RAIL,00039205,2022-08-14 00:00:00+00:00,2022-08-17 00:00:00+00:00,Unknown Cause,1.0,1.0,216.2137, ,2020,1316079.08984375,7150.05376976143,3
443,2022,CA,LRA,KRN,UPLAND,00026495,2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,Unknown Cause,1.0,1.0,1.288484, ,2020,7875.01171875,429.114090652718,0
444,2022,CA,CCO,KRN,BEAR,00017955,2022-04-17 00:00:00+00:00,2022-04-18 00:00:00+00:00,Miscellaneous,1.0,1.0,2.163002, ,2020,13145.9921875,527.461802115149,1
445,2022,CA,LRA,KRN,KING,00039799,2022-08-17 00:00:00+00:00,2022-08-17 00:00:00+00:00,Unknown Cause,1.0,1.0,1.569355, ,2020,9534.0,488.24829101047,0
446,2022,CA,LRA,KRN,ROW,00031902,2022-07-05 00:00:00+00:00,2022-07-05 00:00:00+00:00,Unknown Cause,1.0,1.0,7.051614, ,2020,42568.5,920.421076978625,0
447,2022,CA,CCO,KRN,FORT,00034014,2022-07-16 00:00:00+00:00,2022-07-16 00:00:00+00:00,Miscellaneous,1.0,1.0,1.504349, ,2020,9074.01171875,913.846750252224,0
448,2022,CA,LRA,KRN,SYCAMORE,00035165,2022-07-22 00:00:00+00:00,2022-07-22 00:00:00+00:00,Unknown Cause,1.0,1.0,25.54512, ,2020,155157.94140625,2166.46526245852,0
449,2022,CA,LRA,KRN,ROBERTS,00017029,2022-04-12 00:00:00+00:00,2022-04-12 00:00:00+00:00,Unknown Cause,1.0,1.0,1.882066,Kern Preserve,2020,11492.51171875,481.546773858418,0
450,2022,CA,CCO,KRN,PASS,00036301,2022-07-28 00:00:00+00:00,2022-07-28 00:00:00+00:00,Unknown Cause,1.0,1.0,5.047825, ,2020,31070.5078125,880.856032255424,0
451,2022,CA,CCO,KRN,SAND,00026958,2022-06-08 00:00:00+00:00,2022-06-09 00:00:00+00:00,Unknown Cause,1.0,1.0,2.995723, ,2020,18155.00390625,992.606988903806,1
452,2022,CA,CCO,KRN,FREEWAY,00023398,2022-05-19 00:00:00+00:00,2022-05-19 00:00:00+00:00,Unknown Cause,1.0,1.0,3.372502, ,2020,20482.48046875,1018.59635594464,0
453,2022,CA,CCO,KRN,CURVE,00037359,2022-08-03 00:00:00+00:00,2022-08-03 00:00:00+00:00,Unknown Cause,1.0,1.0,7.132461, ,2020,42955.50390625,1085.23739541248,0
454,2022,CA,CCO,KRN,KERTO,00027224,2022-06-10 00:00:00+00:00,2022-06-11 00:00:00+00:00,Unknown Cause,1.0,1.0,31.69387, ,2020,191845.5,2258.58936698373,1
455,2022,CA,CCO,KRN,EDMONSTON,00023431,2022-05-19 00:00:00+00:00,2022-05-24 00:00:00+00:00,Unknown Cause,1.0,1.0,682.0379, ,2020,4115353.5546875,17318.5944377661,5
456,2022,CA,CDF,BEU,AIRLINE,00004858,2022-09-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,Miscellaneous,6.0,1.0,13.90262,No Comments,2020,87705.4453125,1637.02802517771,0
457,2022,CA,CDF,BEU,BIANCHI,00003254,2022-06-10 00:00:00+00:00,2022-06-10 00:00:00+00:00,Lightning,1.0,1.0,38.15456,No Comments,2020,238912.140625,2354.74834775245,0
458,2022,CA,CDF,BEU,GARRISON,00003730,2022-07-03 00:00:00+00:00,2022-07-05 00:00:00+00:00,Structure,2.0,1.0,147.4871,No Comments,2020,909506.6796875,7024.20512376242,2
459,2022,CA,CDF,FKU,ALTA,00013952,2022-08-25 00:00:00+00:00,2022-08-25 00:00:00+00:00,Unknown Cause,1.0,1.0,11.93287, ,2020,75294.484375,1350.63132893546,0
460,2022,CA,CCO,MRN,REDWOOD,00221601,2022-06-27 00:00:00+00:00,2022-06-27 00:00:00+00:00,Miscellaneous,1.0,1.0,106.1611,No Comments,2020,696131.4765625,6834.61900999471,0
461,2022,CA,CDF,MVU,SANDIA,00019223,2022-09-04 00:00:00+00:00,2022-09-05 00:00:00+00:00,Miscellaneous,7.0,1.0,29.23103, ,2020,170310.28125,2267.3264102055,1
462,2022,CA,CDF,MVU,HAUSER,00020267,2022-09-17 00:00:00+00:00,2022-09-18 00:00:00+00:00,Unknown Cause,7.0,1.0,25.70823, ,2020,147205.88671875,2607.34385463255,1
463,2022,CA,CDF,MVU,BORDER 10,00011175,2022-05-15 00:00:00+00:00,2022-05-15 00:00:00+00:00,Debris Burning,7.0,1.0,4.806643,No Comments,2020,27462.24609375,1474.03798118897,0
464,2022,CA,CDF,MVU,FELIPE,00009479,2022-04-23 00:00:00+00:00,2022-04-23 00:00:00+00:00,Railroad,7.0,1.0,1.16234,No Comments,2020,6734.51171875,475.37891346362,0
465,2022,CA,CDF,MVU,BORDER 13,00013233,2022-06-13 00:00:00+00:00,2022-06-17 00:00:00+00:00,Vehicle,7.0,1.0,568.2128,No Comments,2020,3247700.3984375,12881.0763077378,4
466,2022,CA,CDF,MVU,BARRETT 4,00013180,2022-06-12 00:00:00+00:00,2022-06-16 00:00:00+00:00,Vehicle,1.0,1.0,49.2244,No Comments,2020,281441.6640625,4428.45636029805,4
467,2022,CA,CDF,MVU,BORDER 16,00013766,2022-06-21 00:00:00+00:00,2022-06-22 00:00:00+00:00,Vehicle,7.0,1.0,25.22921,No Comments,2020,144154.828125,3275.60341860309,1
468,2022,CA,CDF,MVU,BORDER 15,00013732,2022-06-20 00:00:00+00:00,2022-06-21 00:00:00+00:00,Unknown Cause,6.0,1.0,28.94558,No Comments,2020,165392.68359375,2603.14748480311,1
469,2022,CA,CDF,MVU,BORDER 18,00013981,2022-06-24 00:00:00+00:00,2022-06-24 00:00:00+00:00,Unknown Cause,6.0,1.0,2.849159,No Comments,2020,16279.89453125,506.472002061796,0
470,2022,CA,CDF,MVU,MESA 4,00010589,2022-05-07 00:00:00+00:00,2022-05-07 00:00:00+00:00,Campfire,6.0,1.0,4.030843,No Comments,2020,23044.79296875,646.898699348235,0
471,2022,CA,CDF,MVU,BORDER 19,00014025,2022-06-24 00:00:00+00:00,2022-06-26 00:00:00+00:00,Vehicle,7.0,1.0,16.96958,No Comments,2020,97005.765625,1737.71424769336,2
472,2022,CA,CDF,MVU,JEWEL,00011108,2022-05-14 00:00:00+00:00,2022-05-15 00:00:00+00:00,Lightning,6.0,1.0,29.14392,No Comments,2020,166683.296875,1567.18914524435,1
473,2022,CA,CDF,MVU,BORDER 22,00015009,2022-07-08 00:00:00+00:00,2022-07-08 00:00:00+00:00,Vehicle,6.0,1.0,7.280743,No Comments,2020,41599.21875,910.063508134072,0
474,2022,CA,CDF,MVU,BORDER 27,00015640,2022-07-17 00:00:00+00:00,2022-07-18 00:00:00+00:00,Unknown Cause,7.0,1.0,98.14726,No Comments,2020,561288.5234375,5446.46718821948,1
475,2022,CA,CDF,MVU,BORDER 26,00015627,2022-07-17 00:00:00+00:00,2022-07-17 00:00:00+00:00,Vehicle,6.0,1.0,4.541373,No Comments,2020,25957.8359375,630.589312172271,0
476,2022,CA,CDF,MVU,BORDER 21,00014637,2022-07-03 00:00:00+00:00,2022-07-03 00:00:00+00:00,Unknown Cause,8.0,1.0,8.020247,No Comments,2020,45829.234375,1325.69853040465,0
477,2022,CA,CDF,MVU,CASNER,00016371,2022-09-27 00:00:00+00:00,2022-09-29 00:00:00+00:00,Lightning,3.0,1.0,178.2691,No Comments,2020,1030379.66015625,5348.0797555212,2
478,2022,CA,CDF,MVU,BORDER 31,00018000,2022-08-19 00:00:00+00:00,2022-08-20 00:00:00+00:00,Unknown Cause,1.0,1.0,14.64988,No Comments,2020,83814.53125,1972.87184671667,1
479,2022,CA,CDF,MVU,BORDER 32,00018864,2022-08-31 00:00:00+00:00,2022-09-05 00:00:00+00:00,Unknown Cause,3.0,1.0,4456.34,No Comments,2020,25487012.3867188,47412.1951916043,5
480,2022,CA,CDF,MVU,CAESAR,00019304,2022-09-05 00:00:00+00:00,2022-09-05 00:00:00+00:00,Miscellaneous,1.0,1.0,47.70462,No Comments,2020,275637.65625,3112.51459813348,0
481,2022,CA,CDF,LNU,ALPINE,00003667,2022-03-01 00:00:00+00:00,2022-03-01 00:00:00+00:00,Vehicle,1.0,1.0,18.43938,No Comments,2020,121889.828125,1543.84471952045,0
482,2022,CA,USF,CNF,JIM,00000406,2022-03-02 00:00:00+00:00,2022-03-27 00:00:00+00:00,Unknown Cause,7.0,1.0,552.538,No Comments,2020,3239249.24609375,9079.28066547885,25
483,2022,CA,USF,SHF,BARNEY,00000173,2022-03-11 00:00:00+00:00,2022-04-14 00:00:00+00:00,Campfire,6.0,1.0,31.46449,No Comments,2020,222635.18359375,2544.92211518185,34
484,2022,CA,USF,TNF,GOLDEN,00000506,2022-05-20 00:00:00+00:00,2022-05-31 00:00:00+00:00,Campfire,6.0,1.0,19.4423,No Comments,2020,132051.171875,3044.2500591894,11
485,2022,CA,USF,ANF,BOUQUET,00001564,2022-05-30 00:00:00+00:00,2022-06-05 00:00:00+00:00,Unknown Cause,7.0,1.0,48.40139,CONT date is OUT date,2020,289601.88671875,3688.36881724839,6
486,2022,CA,USF,LNF,GRAHAM,00002814,2022-06-10 00:00:00+00:00,2022-06-17 00:00:00+00:00,Unknown Cause,7.0,1.0,177.4989,No Comments,2020,1227295.2265625,10425.4043692424,7
487,2022,CA,USF,ANF,SHEEP,00001704,2022-06-12 00:00:00+00:00,2022-06-19 00:00:00+00:00,Unknown Cause,7.0,1.0,865.1371,No Comments,2020,5151012.94921875,15607.5096815576,7
488,2022,CA,USF,BDF,WAGON TRAIN,00008317,2022-05-22 00:00:00+00:00,2022-05-26 00:00:00+00:00,Campfire,6.0,1.0,10.86248,1E551AE2-7193-4B23-A610-43347D5C7A5E,2020,64487.75,1724.50028500664,4
489,2022,CA,USF,ANF,SIERRA,00001752,2022-06-15 00:00:00+00:00,2022-06-16 00:00:00+00:00,Unknown Cause,7.0,1.0,10.23126,No Comments,2020,61185.80859375,2138.47842377465,1
490,2022,CA,USF,MDF,CASUSE ,00000350,2022-07-03 00:00:00+00:00,2022-07-04 00:00:00+00:00,Unknown Cause,7.0,1.0,29.26842,No Comments,2020,213615.55078125,2567.56456156403,1
491,2022,CA,USF,KNF,MCKINNEY,00006177,2022-07-29 00:00:00+00:00,2022-11-11 00:00:00+00:00,Unknown Cause,3.0,1.0,60102.26,No Comments,2020,438181343.507812,227045.438395449,105
492,2022,CA,USF,KNF,YETI,00006200,2022-07-30 00:00:00+00:00,2022-09-03 00:00:00+00:00,Unknown Cause,3.0,1.0,7886.011,No Comments,2020,57542116.0078125,50192.0137125042,35
493,2022,CA,USF,KNF,KELSEY,00006273,2022-07-31 00:00:00+00:00,2022-08-24 00:00:00+00:00,Unknown Cause,7.0,1.0,84.64411,11586BA1-236D-4C91-96C9-DB7AA167E64D,2020,613775.14453125,6689.77218010559,24
494,2022,CA,USF,MDF,MCGINTY,00000569,2022-08-04 00:00:00+00:00,2022-08-07 00:00:00+00:00,Human Activity,7.0,1.0,48.1479,No Comments,2020,351251.48046875,2750.55966283076,3
495,2022,CA,USF,SRF,AMMON,00000635,2022-08-05 00:00:00+00:00,2022-09-06 00:00:00+00:00,Unknown Cause,3.0,1.0,11464.9,No Comments,2020,81126625.4179688,64551.6567668991,32
496,2022,CA,USF,SRF,CAMPBELL,00000616,2022-08-05 00:00:00+00:00,2022-09-09 00:00:00+00:00,Unknown Cause,3.0,1.0,30132.85,No Comments,2020,213957954.304688,118434.522970768,35
497,2022,CA,USF,SQF,WISHON,00002089,2022-08-15 00:00:00+00:00,2022-08-29 00:00:00+00:00,Unknown Cause,3.0,1.0,317.8171,No Comments,2020,1977380.82421875,8514.47292483156,14
498,2022,CA,USF,BDF,BRONCO,00012134,2022-08-17 00:00:00+00:00,2022-08-22 00:00:00+00:00,Campfire,7.0,1.0,89.57446,No Comments,2020,531916.18359375,3281.96494666824,5
499,2022,CA,USF,ANF,EAST,00002810,2022-08-25 00:00:00+00:00,2022-09-11 00:00:00+00:00,Unknown Cause,3.0,1.0,147.6624,No Comments,2020,876444.6484375,5256.76370804369,17
500,2022,CA,USF,ANF,GULCH,00002870,2022-08-29 00:00:00+00:00,2022-09-11 00:00:00+00:00,Unknown Cause,7.0,1.0,113.4179,No Comments,2020,672409.1328125,6612.41810657681,13
501,2022,CA,USF,CNF,VALLEY,00002040,2022-08-22 00:00:00+00:00,2022-09-10 00:00:00+00:00,Unknown Cause,7.0,1.0,188.4808,CONT date is OUT date,2020,1084171.2109375,7241.36529321779,19
502,2022,CA,USF,TNF,PLUM,00001110,2022-08-11 00:00:00+00:00,2022-08-22 00:00:00+00:00,Campfire,6.0,1.0,12.28059,No Comments,2020,83405.36328125,3387.9325583904,11
503,2022,CA,USF,BDF,RADFORD ,00012958,2022-09-05 00:00:00+00:00,2022-11-09 00:00:00+00:00,Campfire,7.0,1.0,1079.279,No Comments,2020,6402730.73828125,21766.9964271617,65
504,2022,CA,USF,TNF,MOSQUITO,00001371,2022-09-07 00:00:00+00:00,2022-10-22 00:00:00+00:00,Campfire,3.0,1.0,76771.45,No Comments,2020,515461760.589844,273643.950755875,45
505,2022,CA,USF,MDF,BARNES,00000896,2022-09-07 00:00:00+00:00,2022-11-01 00:00:00+00:00,Human Activity,7.0,1.0,5840.575,No Comments,2020,42656929.6679688,64728.5560528281,55
506,2022,CA,USF,SRF,BIG BAR,00000883,2022-10-12 00:00:00+00:00,2022-10-23 00:00:00+00:00,Unknown Cause,7.0,1.0,11.87628,No Comments,2020,85110.08203125,1256.73268485189,11
507,2022,CA,USF,LPF,NAVAJO,00000869,2022-05-08 00:00:00+00:00,2022-05-18 00:00:00+00:00,Campfire,6.0,1.0,31.54411,No Comments,2020,192452.015625,2313.23018601416,10
508,2022,CA,USF,ENF,PAYMASTER,00006355,2022-03-08 00:00:00+00:00,2022-03-11 00:00:00+00:00,Campfire,6.0,1.0,15.13918,No Comments,2020,101535.41015625,2051.83948679762,3
509,2022,CA,USF,KNF,GEORGE,00006783,2022-08-11 00:00:00+00:00,2022-08-24 00:00:00+00:00,Unknown Cause,6.0,1.0,13.57013,No Comments,2020,98586.47265625,1411.99564781505,13
510,2022,CA,USF,MDF,WILLOW,00000576,2022-08-04 00:00:00+00:00,2022-08-07 00:00:00+00:00,Human Activity,1.0,1.0,35.42039,No Comments,2020,258266.18359375,2371.88002151587,3
511,2022,CA,USF,BDF,CACTUS ,00007448,2022-04-30 00:00:00+00:00,2022-05-08 00:00:00+00:00,Campfire,6.0,1.0,26.48567,1C6131F5-5B3F-4C9E-A0B8-85D3AD87E2D7,2020,157403.82421875,3050.36526489031,8
512,2022,CA,USF,ANF,CHERRY,00001728,2022-06-13 00:00:00+00:00,2022-06-14 00:00:00+00:00,Unknown Cause,6.0,1.0,14.31055,No Comments,2020,85623.08984375,1853.3293598586,1
513,2022,CA,USF,BDF,MANZANITA,00013457,2022-09-23 00:00:00+00:00,2022-09-30 00:00:00+00:00,Campfire,6.0,1.0,26.86633,No Comments,2020,159238.71875,2297.42128144616,7
514,2022,CA,USF,KNF,SMOKEY,00006504,2022-08-04 00:00:00+00:00,2022-08-09 00:00:00+00:00,Unknown Cause,6.0,1.0,33.67451,No Comments,2020,246744.8671875,2102.00106620263,5
515,2022,CA,USF,KNF,ELIZA,00007844,2022-09-09 00:00:00+00:00,2022-09-16 00:00:00+00:00,Unknown Cause,6.0,1.0,19.21475,No Comments,2020,139965.5,2655.26348641279,7
516,2022,CA,USF,BDF,CASTILE,00007822,2022-05-10 00:00:00+00:00,2022-05-11 00:00:00+00:00,Campfire,6.0,1.0,9.858478,No Comments,2020,57912.73046875,984.837124005183,1
517,2022,CA,CDF,AEU,POWER,00030416,2022-10-23 00:00:00+00:00,2022-10-26 00:00:00+00:00,Structure,1.0,1.0,21.0131,No Comments,2020,138458.44140625,2004.5852457232,3
518,2022,CA,CDF,SHU,BRANSTETTER,00009708,2022-08-31 00:00:00+00:00,2022-08-31 00:00:00+00:00,Debris Burning,3.0,1.0,33.77932,No Comments,2020,236878.12109375,2275.39158562303,0
519,2022,CA,CDF,SHU,PETER,00007626,2022-07-14 00:00:00+00:00,2022-07-20 00:00:00+00:00,Other Causes,1.0,1.0,303.67,No Comments,2020,2124521.296875,10686.4402314811,6
520,2022,CA,CDF,SHU,HOBBY,00011107,2022-10-06 00:00:00+00:00,2022-10-06 00:00:00+00:00,Unknown Cause,1.0,1.0,12.32455, ,2020,86329.5078125,1422.4337992941,0
521,2022,CA,CDF,SHU,FLANAGAN,00002384,2022-03-04 00:00:00+00:00,2022-03-04 00:00:00+00:00,Railroad,1.0,1.0,88.68606,No Comments,2020,624491.6015625,3514.1562313306,0
522,2022,CA,CDF,SLU,WINEMAN,00009015,2022-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,Vehicle,1.0,1.0,56.78185,No Comments,2020,343231.58203125,3863.33375409006,0
523,2022,CA,CDF,SLU,CAMINO,00009548,2022-06-28 00:00:00+00:00,2022-07-04 00:00:00+00:00,Campfire,1.0,1.0,386.9821,No Comments,2020,2347357.546875,12143.276958352,6
524,2022,CA,CDF,SLU,TEFT,00010577,2022-07-15 00:00:00+00:00,2022-07-17 00:00:00+00:00,Miscellaneous,1.0,1.0,25.53244,No Comments,2020,154433.94140625,3046.94206548245,2
525,2022,CA,CDF,SLU,PRICE,00000021,2022-01-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,Debris Burning,6.0,1.0,0.06728618,Transient Campfire Fatality,2020,408.3359375,80.8627515888373,0
526,2022,CA,CDF,MEU,MEADOW,00008119,2022-07-19 00:00:00+00:00,2022-07-19 00:00:00+00:00,Lightning,1.0,1.0,16.55005,No Comments,2020,111257.640625,2095.72368104482,0
527,2022,CA,CDF,SLU,ESTRELLA,00004203,2022-03-23 00:00:00+00:00,2022-03-23 00:00:00+00:00,Structure,6.0,1.0,1.968684,No Comments,2020,12101.2421875,534.185980023827,0
528,2022,CA,CDF,SLU,WILSON,00006106,2022-04-28 00:00:00+00:00,2022-04-28 00:00:00+00:00,Railroad,1.0,1.0,1.261111,No Comments,2020,7700.94140625,500.546723504276,0
529,2022,CA,CDF,BEU,BENITO,00003343,2022-09-14 00:00:00+00:00,2022-09-15 00:00:00+00:00,Unknown Cause,7.0,1.0,89.9549,No Comments,2020,570010.44140625,3390.52282329522,1
530,2022,CA,CDF,SLU,EAGLE,00008246,2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,Unknown Cause,1.0,1.0,49.81456,No Comments,2020,306423.265625,2713.00592428413,0
531,2022,CA,CDF,SLU,LOPEZ,00008237,2022-06-06 00:00:00+00:00,2022-06-10 00:00:00+00:00,Campfire,1.0,1.0,16.42301,Target Shooting,2020,99875.1328125,2598.68563160767,4
532,2022,CA,CDF,SLU,TOPAZ,00008430,2022-06-10 00:00:00+00:00,2022-06-10 00:00:00+00:00,Campfire,1.0,1.0,3.162654,Solar Panels,2020,19293.359375,595.120315485072,0
533,2022,CA,LRA,SLU,MARIA,00009158,2022-06-21 00:00:00+00:00,2022-06-21 00:00:00+00:00,Campfire,5.0,1.0,1.397867,No Comments,2020,8447.97265625,468.498888306004,0
534,2022,CA,CCO,LAC,CANYON,00115026,2022-04-06 00:00:00+00:00,2022-04-06 00:00:00+00:00,Campfire,7.0,1.0,2.593182,No Comments,2020,15407.35546875,645.217796364835,0
535,2022,CA,LRA,LAC,BARREL,00216308,2022-06-29 00:00:00+00:00,2022-06-30 00:00:00+00:00,Campfire,7.0,1.0,7.608925,No Comments,2020,45513.296875,1584.63298497674,1
536,2022,CA,LRA,LAC,CUT OFF,00230119,2022-07-10 00:00:00+00:00,2022-07-10 00:00:00+00:00,Unknown Cause,7.0,1.0,2.501228,No Comments,2020,14755.64453125,901.81659764373,0
537,2022,CA,CCO,LAC,HUGHES,00263997,2022-08-06 00:00:00+00:00,2022-08-06 00:00:00+00:00,Miscellaneous,7.0,1.0,7.944128,No Comments,2020,47749.11328125,1204.86300003396,0
538,2022,CA,CCO,LAC,SYCAMORE,00051618,2022-02-10 00:00:00+00:00,2022-02-11 00:00:00+00:00,Unknown Cause,7.0,1.0,3.735543,No Comments,2020,22052.17578125,1130.49981314723,1
539,2022,CA,CCO,LAC,SAM,00269184,2022-08-10 00:00:00+00:00,2022-08-11 00:00:00+00:00,Unknown Cause,7.0,1.0,125.3294,No Comments,2020,753342.03515625,6504.56126241821,1
540,2022,CA,CCO,LAC,QUAIL,00278058,2022-08-17 00:00:00+00:00,2022-08-18 00:00:00+00:00,Unknown Cause,7.0,1.0,60.45229,No Comments,2020,360946.04296875,4126.2223006563,1
541,2022,CA,LRA,LAC,RIDGE,00280336,2022-08-18 00:00:00+00:00,2022-08-19 00:00:00+00:00,Unknown Cause,7.0,1.0,4.834825,No Comments,2020,28648.2421875,978.568954557221,1
542,2022,CA,CCO,LAC,TIERRA,00222780,2022-08-17 00:00:00+00:00,2022-08-17 00:00:00+00:00,Unknown Cause,7.0,1.0,2.101613,No Comments,2020,12569.51171875,718.012932041454,0
543,2022,CA,CCO,LAC,ROUTE,00294803,2022-08-31 00:00:00+00:00,2022-09-07 00:00:00+00:00,Unknown Cause,7.0,1.0,5227.923,No Comments,2020,31259236.4570312,32350.6960298258,7
544,2022,CA,CCO,LAC,MUNZ,00313159,2022-09-13 00:00:00+00:00,2022-09-14 00:00:00+00:00,Unknown Cause,7.0,1.0,1.847821,No Comments,2020,11081.2265625,461.619076099197,1
545,2022,CA,CCO,LAC,CHESEBORO,00304524,2022-09-07 00:00:00+00:00,2022-09-08 00:00:00+00:00,Unknown Cause,7.0,1.0,1.093091,No Comments,2020,6529.66015625,350.443293916413,1
546,2022,CA,LRA,LAC,LOBO,00326174,2022-09-24 00:00:00+00:00,2022-09-25 00:00:00+00:00,Unknown Cause,7.0,1.0,10.79503,No Comments,2020,63953.0078125,1397.11626360272,1
547,2022,CA,CCO,ANF,OAKWILDE,00334495,2022-10-01 00:00:00+00:00,2022-10-02 00:00:00+00:00,Miscellaneous,7.0,1.0,2.106468,No Comments,2020,12509.70703125,621.934847321627,1
548,2022,CA,CCO,LAC,PYRAMID,00358988,2022-10-21 00:00:00+00:00,2022-10-22 00:00:00+00:00,Miscellaneous,7.0,1.0,6.758175,No Comments,2020,40658.81640625,946.095224887192,1
549,2022,CA,CDF,SLU,CANYON,00008884,2022-06-17 00:00:00+00:00,2022-06-17 00:00:00+00:00,Vehicle,5.0,1.0,17.27645,No Comments,2020,104430.32421875,1692.94305155742,0
550,2022,CA,CDF,SLU,WINDWOOD,00011386,2022-07-29 00:00:00+00:00,2022-07-29 00:00:00+00:00,Miscellaneous,5.0,1.0,6.372824,No Comments,2020,39090.9296875,1166.86809574122,0
551,2022,CA,CDF,SLU,ROSA,00013588,2022-09-06 00:00:00+00:00,2022-09-06 00:00:00+00:00,Campfire,1.0,1.0,16.23023,Electrical power,2020,99537.95703125,1724.07338664972,0
552,2022,CA,CDF,SLU,BULL,00007510,2022-05-24 00:00:00+00:00,2022-05-25 00:00:00+00:00,Lightning,1.0,1.0,50.92991,No Comments,2020,307818.24609375,2364.37483948829,1
553,2022,CA,CDF,SLU,SUEY,00007402,2022-05-22 00:00:00+00:00,2022-05-24 00:00:00+00:00,Lightning,5.0,1.0,15.09703,Cutting firewood,2020,91316.41796875,1537.39289774296,2
554,2022,CA,CDF,BDU,FAIRVIEW,00009629,2022-07-08 00:00:00+00:00,2022-07-10 00:00:00+00:00,Structure,1.0,1.0,11.73994,No Comments,2020,75324.45703125,1483.4894677381,2
555,2022,CA,CDF,MVU,HARBISON 2,00015278,2022-07-12 00:00:00+00:00,2022-07-13 00:00:00+00:00,Lightning,1.0,1.0,26.85744,No Comments,2020,154247.984375,2151.5229099189,1
556,2022,CA,CDF,NEU,WATT,00028369,2022-10-15 00:00:00+00:00,2022-10-21 00:00:00+00:00,Structure,1.0,1.0,42.42685,No Comments,2020,282640.80859375,2502.24992540372,6
557,2022,CA,CDF,LNU,OLD,00009242,2022-05-31 00:00:00+00:00,2022-06-03 00:00:00+00:00,Unknown Cause,1.0,1.0,375.9125,No Comments,2020,2479537.953125,9589.11507875574,3
558,2022,CA,CDF,LNU,ROBLAR,00011170,2022-06-27 00:00:00+00:00,2022-06-27 00:00:00+00:00,Lightning,1.0,1.0,63.26585,No Comments,2020,416540.93359375,2972.31854291146,0
559,2022,CA,CDF,RRU,FAIRVIEW,00129712,2022-09-06 00:00:00+00:00,2022-09-30 00:00:00+00:00,Unknown Cause,1.0,1.0,28097.87, ,2020,164597174.542969,150836.612228821,24
560,2022,CA,CDF,LNU,ESTATES,00012591,2022-07-17 00:00:00+00:00,2022-07-17 00:00:00+00:00,Other,1.0,1.0,0.7762036,fatality,2020,5163.34375,291.061197519163,0
561,2022,CA,NPS,YNP,SNOW,00000026,2022-06-17 00:00:00+00:00,2022-07-02 00:00:00+00:00,Debris Burning,7.0,1.0,24.0517,No Comments,2020,156038.6953125,4109.08073506149,15
562,2022,CA,NPS,JTP,ELK TRAIL,00008459,2022-05-26 00:00:00+00:00,2022-05-31 00:00:00+00:00,Vehicle,1.0,1.0,414.1108,No Comments,2020,2448922.37890625,13620.1671373628,5
563,2022,CA,NPS,YNP,WASHBURN,00000038,2022-07-07 00:00:00+00:00,2022-09-30 00:00:00+00:00,Vehicle,3.0,1.0,4886.124,No Comments,2020,31490865.8828125,50856.3016670919,85
564,2022,CA,NPS,YNP,RED,00000056,2022-08-04 00:00:00+00:00,2022-11-06 00:00:00+00:00,Human Activity,3.0,2.0,8432.419,No Comments,2020,54552181.0117188,125075.917279378,94
